|------
|KODIKOS_OUSIAS|ONOMA_OUSIAS|ARITHMOS_ASTHENON|ARITHMOS_FARMAKON
|DO-02223|Calcium Carbonicum D8, Agnus Castus D3, Gelsemium |0|2
|DO-08796|Pazopanib Hydrochloride|0|41
|DO-07947|Metolazone|0|8
|DO-01238|Ascorbic Acid, Biotin, Cyanocobalamin, Folic Acid,|0|2
|DO-03577|Crospovidone, Karaya Gum|0|1
|DO-07330|Lutetium (177lu) Vipivotide Tetraxetan|0|4
|DO-06496|Influenza A/Astrakhan/3212/2020 (H5n8)-Like Strain|0|4
|DO-02834|Chenopodium Album (322)|0|1
|DO-10190|Sesamum Indicum|0|6
|DO-03956|Dextromethorphan Hydrobromide, Promethazine Hydroc|0|7
|DO-05749|Glipizide|0|7
|DO-09573|Pulsatilla D4, Arsenicum Album D6, Robinia Pseudoa|0|1
|DO-02383|Calcium, Sulfate, Hydrogen Carbonate|0|1
|DO-08956|Phenoxymethylpenicillin|0|49
|DO-00633|Amiloride Hydrochloride, Timolol Maleate, Hydrochl|0|2
|DO-08107|Musculus Suis D12, Musculus Suis D8, Musculus Suis|0|1
|DO-01398|Atropine Sulfate, Pralidoxime Chloride|0|1
|DO-07490|Magnesium Oroticum D6, Beta Vulgaris Rubra D6, Mag|0|1
|DO-06656|Ivabradine|0|95
|DO-02994|Chlorquinaldol|0|8
|DO-00018|2,5-Diaminotoluene|0|3
|DO-11665|Valine, Alanine, Arginine, Histidine, Isoleucine, |0|44
|DO-10350|Sodium Citrate Bp|0|1
|DO-04116|Diphenoxylate Hydrochloride, Atropine Sulfate Mono|0|1
|DO-05909|Griseofulvin|0|8
|DO-11048|Theophylline Anhydrous|0|9
|DO-09733|Recombinant Varicella Zoster Virus Glycoprotein E,|0|4
|DO-10431|Sodium Hydrogen Carbonate, Sodium Carbonate Anhydr|0|4
|DO-09116|Piperaquine Tetraphosphate Tetrahydrate, Artenimol|0|4
|DO-06719|Kalium Phosphoricum Dil. 05, Sepia Officinalis Tri|0|1
|DO-00793|Anethole, Borneol, Camphene, Fenchone, Cineole, Be|0|9
|DO-08267|Neomycin Sulfate, Nystatin, Metronidazole|0|2
|DO-01558|Barium Chloratum D4, Arnica Montana Dil. D4, Nitro|0|1
|DO-07650|Mecobalamin|0|2
|DO-00178|Acidum Formicicum D8, Histaminum Dihydrochloricum |0|1
|DO-11825|Viscum Album Betulae Ex Herba Recente Col. D6|0|1
|DO-06069|Heparin Sodium, Hippocastani Seminis Extractum Spi|0|1
|DO-04886|Erlotinib|0|98
|DO-11208|Tincture From Calendula Flower (1:5), Extraction S|0|1
|DO-04319|Drospirenone, Estradiol|0|24
|DO-10591|Sorbitol (E420), L-Arginine Hydrochloride|0|1
|DO-06879|Lauromacrogol 400|0|22
|DO-00953|Arachis Hypogaea|0|9
|DO-08427|Noscapine Hydrochloride Monohydrate|0|6
|DO-03129|Cinis E Fructibus Avenae Sativae Cum Magnesio Phos|0|2
|DO-01718|Benzocaine, Salicylic Acid|0|1
|DO-07810|Mercaptopurine|0|20
|DO-00338|Afatinib|0|11
|DO-11985|Zinc Sulphate|0|3
|DO-05046|Etoposide|0|105
|DO-11368|Triclabendazole|0|1
|DO-04479|Dry Extract Of Ginkgo Biloba Dried Leaf (30-40:1),|0|1
|DO-01935|Bifonazole|0|34
|DO-10751|Sugar Cane|0|3
|DO-07039|Levomepromazine|0|20
|DO-01113|Arnica Montana Trit. D 4, Kalium Phosphoricum Trit|0|1
|DO-03289|Coal Tar Solution|0|9
|DO-06208|Hydrargyrum Sulfuratum Rubrum Trit. D4, Chininum A|0|1
|DO-02546|Carbo Vegetabilis, Caraway Oil, Bitter Fennel Frui|0|1
|DO-09902|Ritonavir|0|33
|DO-03668|Cyclopentolate Hydrochloride|0|32
|DO-00498|Althaea Syrup|0|1
|DO-05206|Fel Tauri Gl Dil. D5 (Hab, Vs. 41a), Glandulae Sup|0|1
|DO-09285|Potassium Chloride, Sodium Chloride, Calcium Chlor|0|12
|DO-11528|Valaciclovir Hydrochloride|0|21
|DO-04639|Echinacea Mother Tincture, Baptisia Tinctoria Dil.|0|1
|DO-02095|Bryonia D4, Kalium Carbonicum D6, Ranunculus Bulbo|0|1
|DO-08668|Pangamate Calcium|0|2
|DO-10911|Taurine, Glutamic Acid, Glycine, N-Acetyltyrosine,|0|1
|DO-07199|Liquid Extract From Viscum Album Subsp. Album Var |0|4
|DO-03449|Conium Maculatum Dil. D 12, Hyoscyamus Niger Dil. |0|1
|DO-06368|Hypericum Perforatum D6, Hypericum Perforatum Moth|0|1
|DO-02706|Cemiplimab|0|4
|DO-10062|Sarsaparilla D3 Trit., Cantharis D4 Trit., Scilla |0|1
|DO-03828|Dermatophagoides Farinae, Depigmented/Polymerized |0|1
|DO-05621|Gelatin, Magnesium Chloride Hexahydrate, Potassium|0|1
|DO-05366|Flufenamic Acid|0|1
|DO-09445|Procaine Hydrochloride, Benzocaine, Levomenthol|0|2
|DO-04799|Epinephrine, Bupivacaine Hydrochloride, Anhydrous|0|11
|DO-02255|Calcium Chloride Dihydrate|0|76
|DO-08828|Penciclovir|0|31
|DO-07979|Miconazole Nitrate, Hydrocortisone|0|19
|DO-01270|Ascorbic Acid, Folic Acid, Dried Ferrous Sulfate|0|1
|DO-03609|Cuprum Metallicum Dil. D10, Drosera Dil. D1, Eriod|0|1
|DO-07362|Lytta Vesicatoria Dil. D 4, Bellis Perennis Spag. |0|1
|DO-06528|Interferon Alfa, Ciclosporin A, Deoxyribonucleic A|0|1
|DO-02866|Chloramphenicol, Colistimethate Sodium, Tetracycli|0|1
|DO-10222|Silicea D6, Sulfur D6, Acidum Thiocticum D6, Carti|0|1
|DO-03988|Diclofenac Resinate|0|2
|DO-05781|Glucose, Glucose Monohydrate|0|2
|DO-09605|Pumpkin Seed, Powdered, Dry Extract From Goldenrod|0|2
|DO-02415|Camphor, Ethanol 96.6 % (V/V)|0|2
|DO-08988|Phenylephrine Hydrochloride, Paracetamol, Anhydrou|0|3
|DO-00665|Amlodipine Besilate, Perindopril Arginine, Atorvas|0|21
|DO-08139|Nabilone|0|4
|DO-01430|Aurum Metallicum Praeparatum Dil. D10 Aquos., Ferr|0|1
|DO-07522|Magnesium Sulfate, Lidocaine Hydrochloride|0|1
|DO-06688|Justicia Adhatoda Dil. D2|0|1
|DO-03026|Choriogonadotropin Alfa|0|4
|DO-00050|Abacavir, Lamivudine|0|103
|DO-11697|Valproic Acid, Sodium Valproate|0|78
|DO-04148|Dipotassium Phosphate, Potassium Chloride, Sodium |0|1
|DO-05941|Haematonectria Haematococca (Berk. &amp; Broome) Samue|0|22
|DO-11080|Thiamine Hydrochloride, Pyridoxine Hydrochloride|0|13
|DO-10463|Sodium Molybdate Dihydrate, Zinc Chloride, Potassi|0|7
|DO-06751|Ketoprofen Sodium|0|1
|DO-00825|Aniracetam|0|2
|DO-08299|Neridronate Sodium|0|2
|DO-01590|Beclometasone Dipropionate, Neomycin|0|1
|DO-07682|Meldonium|0|2
|DO-00210|Acidum Phosphoricum D12, Secale Cornutum D4, Acidu|0|1
|DO-11857|Viscum Album Pini Ex Herba Recente Col. D6|0|1
|DO-04918|Eschscholtzia Californica Flowering Top, Cryogroun|0|1
|DO-11240|Tincture From Wormwood Herb 1:5|0|1
|DO-04351|Dry Extract From Black Cohosh (Der 5-10:1), Extrac|0|1
|DO-10623|Spironolactone|0|129
|DO-06911|Ledum Palustre Dil. D4, Centella Asiatica Dil. D3,|0|1
|DO-00985|Argentum Metallicum Dil. D29 Aquos., Atropa Bellad|0|1
|DO-08459|Ocrelizumab|0|8
|DO-03161|Cistus Canadensis Dil. D6, Smilax Dil. D8, Mahonia|0|1
|DO-01750|Benzyl Benzoate, Dimenthyl Phthalate|0|1
|DO-07842|Metamizole|0|3
|DO-09774|Retinol|0|3
|DO-00370|Alchemilla Alpina, Avena Sativa L., Urticae Folium|0|1
|DO-12017|Zofenopril Calcium, Hydrochlorothiazide|0|25
|DO-05078|Euphorbia Resinifera D4, Sinusitis D13, Argentum N|0|1
|DO-09157|Plantaginis Extractum Fluidum|0|1
|DO-11400|Trimethylphloroglucinol, Phloroglucinol Dihydrate|0|5
|DO-04511|Dry Extract Of Melissa Leaf (4-6:1), Extraction Ag|0|2
|DO-01967|Bismuth Subnitrate|0|1
|DO-08540|Orfe|0|1
|DO-10783|Sulfogaiacol, Sodium Benzoate|0|1
|DO-07071|Lidocaine Hydrochloride Monohydrate, Cetylpyridini|0|3
|DO-01145|Arsenicum Album D30, Magnesium Phosphoricum D8, Gn|0|1
|DO-03321|Cod Fish Extract|0|2
|DO-06240|Hydrochlorothiazide, Quinapril|0|8
|DO-02578|Carmellose Sodium, Dipotassium Phosphate, Magnesiu|0|2
|DO-09934|Rosuvastatin Zinc|0|1
|DO-03700|Cytisus Scoparius Mother Tincture|0|1
|DO-05493|Formoterol Fumarate|0|24
|DO-00530|Aluminium Oxide, Hydrated, Acetylsalicylic Acid, M|0|1
|DO-05238|Fenofibrate, Simvastatin|0|4
|DO-09317|Potassium Hydrogen Aspartate Hemihydrate, Magnesiu|0|6
|DO-11560|Valeriana Officinalis L. Root Dry Extract|0|4
|DO-04671|Echinacea Trit. D1, Hydrastis Canadensis Trit. D4,|0|1
|DO-02127|Bulevirtide|0|4
|DO-08700|Paracetamol, Acetylsalicylic Acid, Caffeine, Codei|0|1
|DO-10943|Technetium (99mtc) Succimer, Dimercaptosuccinic Ac|0|1
|DO-07231|Liquorice Root|0|4
|DO-03481|Copper Gluconate, Zinc Gluconate|0|2
|DO-06400|Ibandronate Sodium Hydrate|0|18
|DO-02738|Cetraria Islandica Dil. D 3, Psychotria Ipecacuanh|0|1
|DO-10094|Secale Cornutum D4, Avena Sativa D1, Atropa Bella-|0|1
|DO-03860|Dexamethasone|0|205
|DO-05653|Gelsemium Sempervirens Dil. D4, Echinacea Dil D4, |0|1
|DO-05398|Fluocinonide, Lidocaine Hydrochloride|0|1
|DO-09477|Promethazine Hydrochloride Bp|0|1
|DO-04831|Equisetum Arvense Ex Herba Ferm 35b Dil. D14 (Hab,|0|3
|DO-02287|Calcium Fluoratum Trit. D 4|0|1
|DO-08860|Pepper|0|1
|DO-08011|Milnacipran Hydrochloride|0|10
|DO-01302|Ascorbic Acid, Sodium Ascorbate, Potassium Chlorid|0|38
|DO-03641|Cyanocobalamin, Folic Acid, Pyridoxine Hydrochlori|0|12
|DO-07394|Magnesium Carbonate|0|2
|DO-06560|Iopamidol|0|63
|DO-02898|Chlorhexidine Dihydrochloride, Nystatin, Dexametha|0|2
|DO-10254|Simeticone, Pancreatin|0|2
|DO-04020|Diflucortolone Valerate, Isoconazole Nitrate|0|17
|DO-05813|Glycerol, Thymol|0|1
|DO-09637|Pyrimethamine, Sulfadoxine|0|1
|DO-09020|Phleum Pratense Pollen, Poa Pratensis Pollen, Loli|0|1
|DO-00697|Ammonia Solution, Concentrated|0|1
|DO-08171|Naphazoline Hydrochloride, Distilled Hamamelis Wat|0|2
|DO-01462|Avena Sativa 2b Ø, Coffea Tosta, Ethanol. Decoctum|0|5
|DO-07554|Manganum Aceticum D12, Hyoscyamus Niger D12, Psych|0|1
|DO-00082|Acetic Acid|0|1
|DO-11729|Vedolizumab|0|8
|DO-04180|Disodium Phosphate, Sodium Dihydrogen Phosphate|0|3
|DO-05973|Hamamelis Virginiana Dil. D 2, Silybum Marianum Di|0|1
|DO-11112|Thuja Occidentalis E Summitatibus La 20% (Hab, Vs.|0|1
|DO-10495|Sodium Selenite Pentahydrate|0|41
|DO-06783|Lachesis D 12, Sanguinaria Canadensis D6, Sepia Of|0|2
|DO-00857|Antimonit Trit. D4|0|1
|DO-08331|Nicotinamide, Camphor, Racemic, Allantoin, Salicyl|0|2
|DO-01622|Bellis Perennis D2, Chamomilla D3, Echinacea D2, H|0|2
|DO-07714|Meloxicam, Crospovidone|0|1
|DO-00242|Acipimox|0|4
|DO-04950|Estradiol, Levonorgestrel|0|9
|DO-11272|Titanium Dioxide, Zinc Oxide, Ichthammol|0|5
|DO-04383|Dry Extract From Green Tea (24-56:1), Extraction S|0|10
|DO-01839|Betamethasone Valerate, Clioquinol|0|2
|DO-10655|Stannum Metallicum Dil. D9, Bryonia Cretica Ferm 3|0|1
|DO-06943|Levetiracetam|0|445
|DO-01017|Argentum Nitricum Dil. D19 Aquos. (Hab, Vs. 5b), C|0|2
|DO-08491|Oleum Strophanthi Kombe|0|1
|DO-03193|Cladosporium Herbarum Extract, Cladosporium Clados|0|19
|DO-01782|Berberis Vulgaris E Radice Ferm 33d Dil. D2 (Hab, |0|1
|DO-06112|Hippocastani Semen|0|1
|DO-07874|Metformin Hydrochloride, Pioglitazone|0|14
|DO-02450|Camphora Dil. D3 Aquos. (Hab, Sv 5b), Hypophysis B|0|2
|DO-09806|Retinol Palmitate, Tocopheryl Acetate|0|2
|DO-00402|Algeldrate, Tick-Borne Encephalitis Virus (Inactiv|0|26
|DO-05110|Ex Vivo Expanded Autologous Human Corneal Epitheli|0|4
|DO-09189|Plumbum Mellitum Trit. D12|0|2
|DO-11432|Trometamol, Sodium Dihydrogen Phosphate Dihydrate,|0|1
|DO-04543|Dry Extract Of Rhubarb (Der: 3-5 :1), Correspondin|0|1
|DO-01999|Boehmite|0|1
|DO-08572|Oxaliplatin|0|158
|DO-10815|Sultiame|0|23
|DO-07103|Lidocaine, Peru Balsam, Zinc Oxide, Bismuth Subgal|0|2
|DO-01177|Arteria Suis Dil. D30, Arteria Suis Dil. D200, Art|0|1
|DO-03353|Codeine, Ethylmorphine Hydrochloride|0|1
|DO-06272|Hydrocortisone Acetate, Polymyxin B, Oxytetracycli|0|5
|DO-02610|Castor Oil, Perú Balsam, Soluble Fraction|0|1
|DO-09966|Rutoside, Hippocastani Semen, Extractum Siccum, Es|0|1
|DO-03732|Dactylopius Coccus C5, Aconitum Napellus C5, Atrop|0|1
|DO-05525|Framycetin Sulfate|0|1
|DO-00562|Aluminium Phosphate, Pertussis Filamentous Haemagg|0|4
|DO-05270|Ferrous Ion|0|1
|DO-09349|Povidone K30|0|2
|DO-04703|Elder Pollen|0|1
|DO-02159|Butizide, Potassium Canrenoate|0|1
|DO-08732|Paracetamol, Soft Extract From Grindelia (Der: 4:1|0|1
|DO-07263|Lofepramine|0|1
|DO-03513|Cortisonum Aceticum D12, Cortisonum Aceticum D200,|0|1
|DO-06432|Icodextrin, Sodium Chloride, Calcium Chloride Dihy|0|1
|DO-02770|Chamaelirium Luteum D6, Acidum Phosphoricum D6, Se|0|1
|DO-10126|Semecarpus Anacardium Trit. D 4, Leonurus Cardiaca|0|1
|DO-03892|Dexamethasone Sodium Phosphate, Polymyxin B Sulfat|0|1
|DO-05685|Gentamicin, Fluocinonide|0|1
|DO-09509|Propyphenazone, Salicylamide, Caffeine, Codeine Ph|0|1
|DO-04863|Erbium (Er169) Citrate Colloidal|0|1
|DO-02319|Calcium Ion, Magnesium, Silicic Acid, Sodium Ion, |0|1
|DO-08892|Perindopril Tosilate|0|11
|DO-08043|Mixture Of Allergen Extracts From Dermatophagoides|0|1
|DO-01334|Atenolol|0|145
|DO-07426|Magnesium Chloride Hexahydrate, Potassium Chloride|0|2
|DO-06592|Iron|0|87
|DO-02930|Chlormadinone Acetate|0|2
|DO-11601|Valine, Acetylcysteine, Alanine, Arginine, Histidi|0|1
|DO-10286|Smilax Utilis D6, Juglans Regia Dil. D3, Natrium S|0|3
|DO-04052|Dimenhydrinate, Caffeine, Pyridoxine Hydrochloride|0|1
|DO-05845|Glyciphagus Domesticus, Lepidoglyphus Destructor, |0|16
|DO-10984|Terizidone|0|4
|DO-09669|Quinine Bisulphate - Bp|0|1
|DO-10367|Sodium Dihydrogen Phosphate Dihydrate, Magnesium C|0|1
|DO-09052|Phosphorus Dil. D5|0|1
|DO-00729|Amoxicillin Trihydrate, Amoxicillin, Clavulanic Ac|0|1
|DO-08203|Natrium Bromatum Dil D1, Sumbulus Moschatus Mother|0|1
|DO-01494|Azithromycin Dihydrate|0|158
|DO-07586|Marshmallow Leaf, Marshmallow Root, Pimpinella Ani|0|5
|DO-00114|Acetylsalicylic Acid Ph. Eur.|0|11
|DO-11761|Vernakalant Hydrochloride|0|4
|DO-04212|Docetaxel Trihydrate|0|1
|DO-06005|Hedera Helix|0|6
|DO-11144|Thyrotropin Alfa|0|4
|DO-10527|Soft Extract From Saw Palmetto Fruit, Correspondin|0|1
|DO-06815|Lactobacillus Acidophilus (Inactivated)|0|1
|DO-00889|Apis Mellifica Dil. D4, Acidum Benzoicum E Resina |0|1
|DO-08363|Nirmatrelvir|0|4
|DO-03065|Cimicifuga D4, Gelsemium Sempervirens D4, Iris Ver|0|2
|DO-01654|Benzalkonium Chloride|0|35
|DO-07746|Menthae Piperitae Herba|0|1
|DO-00274|Aconitum Napellus Trit. D 4, Eucalyptus Globulus T|0|1
|DO-11921|Xipamide|0|5
|DO-04982|Ethanol (96 Per Cent), Propanol|0|2
|DO-11304|Topotecan|0|61
|DO-04415|Dry Extract From Passionflower Herb (Equivalent To|0|1
|DO-01871|Betula Pendula Pollen Extract|0|2
|DO-10687|Streptococcus Pyogenes Extractum Cellulae (Lyophil|0|1
|DO-06975|Levomenthol, 2,4 Dichlorobenzyl Alcohol, Amylmetac|0|1
|DO-01049|Arnica Montana C3, Atropa Bella-Donna C3, Psychotr|0|1
|DO-08523|Onasemnogene Abeparvovec|0|4
|DO-03225|Clioquinol, Salicylic Acid|0|1
|DO-01814|Betamethasone Acetate, Betamethasone Sodium Phosph|0|11
|DO-06144|Human Albumin Solution|0|19
|DO-07906|Methoxy Polyethylene Glycol-Epoetin Beta|0|4
|DO-02482|Capreomycin|0|1
|DO-09838|Rhubarb Root Dry Extract|0|1
|DO-00434|Allium Cepa D4, Allium Cepa D10, Allium Cepa D15|0|1
|DO-05142|Extract From Saw Palmetto Fruit (6,5 – 9 : 1) Extr|0|4
|DO-09221|Poly(Styrene-Co Divinylbenzene) Sulfonic Acid, Cal|0|3
|DO-11464|Turnera Diffusa Dil. D6, Acidum Phosphoricum Dil. |0|1
|DO-04575|Dry Extract Primrose Root ( 5-7:1): Ethanol 60% M/|0|1
|DO-02031|Brassica Nigra|0|20
|DO-08604|Oxycodone Hydrochloride, Paracetamol|0|3
|DO-05299|Ferrum Phosphoricum Trit. D6, Causticum Hahnemanni|0|2
|DO-09378|Prednisolone Acetate Ph. Eur.|0|3
|DO-02188|Cajuput Oil, Cineole, Menthol Bp, Methyl Salicylat|0|1
|DO-08761|Parietaria Sp. Pollen|0|1
|DO-07292|Losartan Potassium|0|273
|DO-03542|Crataegus D1, Convallaria Majalis D2, Scilla Marit|0|1
|DO-06461|Imlunestrant|0|4
|DO-02799|Chamomilla Vulgaris 9ch, Phytolacca Decandra 5ch, |0|11
|DO-10155|Sepia Officinalis Dil. D 6, Cinchona Pubescens Dil|0|1
|DO-03921|Dexpanthenol, Lidocaine, Sodium Sulfosalicylate Sa|0|1
|DO-05714|Ginkgo Biloba Leaf|0|1
|DO-05459|Folic Acid, Anhydrous|0|10
|DO-09538|Pseudoephedrine Hydrochloride, Acrivastine|0|4
|DO-02348|Calcium Polystyrene Sulfonate|0|21
|DO-08921|Phagi Particulae Contra Staphylococcus Polyvalens|0|1
|DO-08072|Morphine Sulfate|0|140
|DO-01363|Atropa Bella-Donna D4, Baptisia Tinctoria D4, Bryo|0|1
|DO-07455|Magnesium Chloride Hexahydrate, Sodium Chloride, C|0|58
|DO-06621|Isoprenaline Hydrochloride|0|39
|DO-02959|Chlorphenamine Maleate, Dextromethorphan Hydrobrom|0|1
|DO-11630|Valine, Alanine, Arginine, Histidine, Isoleucine, |0|109
|DO-10315|Sodium Bituminosulfonate Light, Salicylic Acid|0|1
|DO-04081|Dimeticone, Silica, Colloidal Anhydrous|0|2
|DO-05874|Goserelin|0|58
|DO-11013|Tetracaine Hydrochloride|0|16
|DO-09698|Ramipril, Acetylsalicylic Acid, Atorvastatin Calci|0|7
|DO-10396|Sodium Hyaluronate, Zinc Chloride|0|1
|DO-09081|Piketoprofen Hydrochloride|0|3
|DO-00758|Amylmetacresol, Ascorbic Acid, 2,4 Dichlorobenzyl |0|16
|DO-08232|Natrium Sulfuricum Dil. D 6, Carbo Vegetabilis Dil|0|1
|DO-01523|Bacillus Subtilis E Volumine Ex Muris Cellulae (Ly|0|1
|DO-07615|Matricaria Recutita Trit. D4, Calcium Carbonicum H|0|1
|DO-00143|Acidum Alpha-Ketoglutaricum D8, Acidum Ascorbicum |0|5
|DO-11790|Vinorelbine|0|105
|DO-04241|Dopamine Hydrochloride|0|42
|DO-06034|Hepar Bovis - Stannum Hydroxydatum (8:2) Dil. D4|0|1
|DO-11173|Tiliae Flos, Thyme, Sambucus Nigra Flower|0|3
|DO-04284|Dried Extract Of Milk Thistle Fruit (35-50:1), Cor|0|1
|DO-10556|Solidago|0|1
|DO-06844|Lactose., Lactose Anhydrous|0|1
|DO-00918|Apis Mellifica Ex Animale Toto Gl Dil. D7 (Hab, Vs|0|1
|DO-08392|Nitrous Oxide, Oxygen|0|91
|DO-03094|Cimicifuga Trit. D3, Cocculus Trit. D4, Cypripediu|0|2
|DO-01683|Benzalkonium Chloride, Phenylephrine Hydrochloride|0|1
|DO-07775|Menthol, Eucalyptus Oil, Thyme Oil|0|1
|DO-00303|Adrenalinum D6, Crataegus Oxyacantha Tm, Galeopsis|0|1
|DO-11950|Zinc Acexamate|0|1
|DO-05011|Ethinylestradiol, Etonogestrel|0|97
|DO-11333|Trastuzumab Emtansine|0|4
|DO-04444|Dry Extract From Tribulus Terrestris Herba (35-45:|0|1
|DO-01900|Betulae Folium, Equisetum Stem, Solidaginis Herba,|0|1
|DO-10716|Strychnos Nux-Vomica C9, Ferrum Phosphoricum C9, S|0|3
|DO-07004|Levomenthol, Camphor, Racemic, Thymol|0|1
|DO-01078|Arnica Montana Dil. D6, Camphora D3, Crataegus Mot|0|1
|DO-03254|Clopamide, Reserpine, Dihydroergocristine Mesilate|0|1
|DO-06173|Human Plasma Derived Antithrombin|0|2
|DO-02511|Caraway Fruit, Menthae Piperitae Folium, Cortex Fr|0|1
|DO-09867|Riboflavin Sodium Phosphate Hydrate, Thiamine Hydr|0|5
|DO-00463|Alnus|0|2
|DO-05171|Extract Of Thyme (1: 1,2-2): Extracton Solvent: Am|0|1
|DO-09250|Pork, Beef, Mutton Meat|0|1
|DO-11493|Unithiol Monohydrate|0|1
|DO-04604|Ebastine|0|114
|DO-02060|Bromhexine Hydrochloride, Oxymetazoline Hydrochlor|0|2
|DO-08633|Paliperidone, Paliperidone Palmitate|0|1
|DO-10876|Tanaceti Parthenii Herba|0|5
|DO-07164|Liquid Extract From Fresh Fir Mistletoe Herb (1:20|0|2
|DO-03414|Collagenase Clostridium Histolyticum, Protease|0|10
|DO-06333|Hyoscine Hydrobromide Ep|0|1
|DO-02671|Cefpodoxime|0|27
|DO-10027|Samarium Sm-153 Lexidronam Pentasodium|0|3
|DO-03793|Dehydrocholic Acid, Peppermint Oil, Dry Extract Of|0|2
|DO-05586|Gadopiclenol|0|5
|DO-05331|Finasteride|0|343
|DO-09410|Pressed Juice From Fresh Hawthorn Leaves And Flowe|0|1
|DO-04764|Enterococcus Faecium, Lactobacillus Acidophilus, B|0|4
|DO-02220|Calcium Carbonicum D12, Calcium Fluoratum D12, Cal|0|1
|DO-08793|Patiromer|0|4
|DO-07944|Metoclopramide Hydrochloride Monohydrate, Lysine A|0|2
|DO-01235|Ascorbic Acid, Biotin, Colecalciferol, Cyanocobala|0|2
|DO-03574|Crocus Sativus D4, Ferrum Phosphoricum D8, Secale |0|1
|DO-07327|Luteinising Hormone (Human), Follicle-Stimulating |0|31
|DO-06493|Inebilizumab|0|3
|DO-02831|Chelidonium Ø, Silybum Marianum Mother Tincture, M|0|1
|DO-10187|Sertraline|0|292
|DO-03953|Dextromethorphan Hydrobromide, Phenylephrine Hydro|0|1
|DO-05746|Glibenclamide Bp|0|1
|DO-09570|Pulsatilla D2, Argentum Nitricum D10, Hepar Sulfur|0|1
|DO-02380|Calcium, Magnesium, Potassium, Sodium, Chloride Io|0|1
|DO-08953|Phenoxybenzamine Hydrochloride Bp|0|3
|DO-00630|Amiloride Hydrochloride Ph. Eur., Hydrochlorothiaz|0|1
|DO-08104|Mupirocin|0|78
|DO-01395|Atropine Sulfate Ph. Eur.|0|4
|DO-07487|Magnesium Lactate, Dry Extract Of Melissa Leaf (3-|0|1
|DO-06653|Isradipine|0|2
|DO-02991|Chlorpromazine Hydrochloride|0|20
|DO-00015|13c-Urea|0|34
|DO-11662|Valine, Alanine, Arginine, Histidine, Isoleucine, |0|1
|DO-10347|Sodium Chloride, Zinc Chloride, Magnesium Acetate |0|1
|DO-04113|Diphenhydramine Hydrochloride, Phenylephrine Hydro|0|1
|DO-05906|Grindelia Soft Hydroalcoholic Extract, Gelsemium S|0|1
|DO-11045|Thallium (201tl) Chloride|0|25
|DO-09730|Recombinant Interferon Beta-1b|0|4
|DO-10428|Sodium Hydrogen Carbonate, Potassium Chloride, Sod|0|20
|DO-09113|Piperacillin Sodium, Tazobactam Sodium, Piperacill|0|1
|DO-06716|Kalium Iodatum Trit. D12|0|1
|DO-00790|Androstanolone|0|1
|DO-08264|Neomycin Sulfate, Fluocinolone Acetonide, Lidocain|0|1
|DO-01555|Baptisia Dil. D1, Hydrargyrum Bicyanatum Dil. D8, |0|1
|DO-07647|Meclocycline Sulfosalicylate Anhydrous|0|2
|DO-00175|Acidum Citricum Dil. D10, Acidum Citricum Dil. D20|0|1
|DO-11822|Viscum Album Betulae Ex Herba Recente Col. D10|0|1
|DO-06066|Heparin Sodium, Dexpanthenol, Dimethyl Sulfoxide|0|4
|DO-04883|Eribulin Mesylate|0|59
|DO-11205|Tincture From Arnica Montana Flower (Der 1:5), Ext|0|1
|DO-04316|Drosera, Verbascum Thapsiforme Trit. D1, Eriodicty|0|1
|DO-10588|Sorbitol (E420)|0|2
|DO-06876|Latex|0|12
|DO-00950|Aqueous Extract Of Gentian Root (0.2165 G), Ginger|0|1
|DO-08424|Nortriptyline Hydrochloride|0|25
|DO-03126|Cineraria Maritima, Herba Dil. D3|0|2
|DO-01715|Benzocaine, Myrrh Tincture|0|1
|DO-07807|Merbromin|0|1
|DO-00335|Aethusa Cynapium D2, Colchicum Autumnale D4, Apomo|0|1
|DO-11982|Zinc Oxide, Purified Talc|0|1
|DO-05043|Etofylline, Theophylline Monohydrate|0|2
|DO-11365|Trichloroacetic Acid|0|1
|DO-04476|Dry Extract Of Fresh Echinacea Purpurea Herb (1:12|0|2
|DO-01932|Bifidobacterium|0|1
|DO-10748|Sufentanil Citrate|0|44
|DO-07036|Levomenthol, Sodium Salicylate, Sodium Benzoate, T|0|1
|DO-01110|Arnica Montana Trit. D 4, Gelsemium Sempervirens T|0|1
|DO-03286|Clozapine|0|132
|DO-06205|Hydrargyrum Sulfuratum Rubrum Dil. D8, Luffa Operc|0|1
|DO-02543|Carbo Vegetabilis Trit. D 3, Strychnos Nux-Vomica |0|1
|DO-09899|Risperidone|0|363
|DO-03665|Cyclobenzaprine|0|1
|DO-00495|Althaea Officinalis L. Radix|0|1
|DO-05203|Febuxostat Hemihydrate|0|10
|DO-09282|Potassium Chloride, Sodium Chloride, Calcium Chlor|0|5
|DO-11525|Vaccinium Myrtillus|0|2
|DO-04636|Echinacea Mother Tincture, Arnica Montana Dil. D3,|0|1
|DO-02092|Bryonia D10, Bryonia D1000, Bryonia D15, Bryonia D|0|1
|DO-08665|Pancreatin, Trypsin, Amylase, Chymotrypsin, Pancre|0|3
|DO-10908|Tasimelteon|0|4
|DO-07196|Liquid Extract From Valerian Root (Equivalent To 1|0|1
|DO-03446|Conium Maculatum D12, Magnesium Chloratum D10, Man|0|1
